dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
80000000,2,1.760353,0.906808,2.487,1.758,0.208,153.33
80000000,2,1.678482,0.878827,2.417,1.688,0.168,153.16
80000000,2,1.664710,1.020980,2.498,1.830,0.216,148.37
80000000,2,1.857530,0.883061,2.579,1.783,0.188,155.23
80000000,2,1.889540,0.893899,2.639,1.810,0.172,155.28
80000000,2,1.614887,0.851488,2.341,1.631,0.152,152.85
80000000,2,0.843519,0.692067,1.402,1.145,0.160,136.46
80000000,2,0.927950,0.718508,1.489,1.199,0.184,139.48
80000000,2,1.744476,0.825685,2.392,1.676,0.204,154.91
80000000,2,1.725588,0.887731,2.499,1.721,0.140,153.38
80000000,2,1.448717,0.834933,2.103,1.549,0.208,149.16
80000000,2,1.759441,0.908338,2.539,1.760,0.156,153.10
80000000,2,1.787126,0.959969,2.602,1.815,0.172,152.81
80000000,2,2.104072,0.895137,2.878,1.917,0.148,157.83
80000000,2,2.319432,0.951756,3.122,2.096,0.176,157.37
80000000,2,0.829793,0.769108,1.457,1.217,0.169,133.52
80000000,2,1.609780,0.999695,2.439,1.775,0.200,148.65
80000000,2,1.759030,0.916899,2.521,1.778,0.184,152.11
80000000,2,0.889220,0.957941,1.650,1.369,0.224,136.90
80000000,2,1.877427,0.873585,2.571,1.783,0.208,155.83
80000000,2,2.129558,0.984200,2.982,2.013,0.160,156.14
80000000,2,1.686846,0.905733,2.417,1.742,0.204,150.46
80000000,2,0.846052,0.892787,1.578,1.326,0.188,133.12
80000000,2,1.788007,0.865261,2.460,1.727,0.220,155.17
80000000,2,1.716843,0.878239,2.462,1.707,0.160,153.57
80000000,2,1.884355,0.788856,2.520,1.733,0.180,155.80
80000000,2,1.657779,0.878051,2.310,1.675,0.252,152.93
80000000,2,1.923936,0.889681,2.680,1.823,0.160,155.81
80000000,2,1.815227,0.896754,2.547,1.777,0.192,154.15
80000000,2,2.210497,1.400755,3.471,2.483,0.169,146.56
80000000,2,1.867434,0.893264,2.603,1.788,0.184,155.86
80000000,2,1.837843,0.879269,2.560,1.768,0.184,155.13
80000000,2,1.634825,0.875967,2.330,1.666,0.208,152.37
80000000,2,0.804599,1.068387,1.696,1.493,0.204,127.30
80000000,2,1.531653,0.856801,2.255,1.609,0.160,150.15
80000000,2,2.651563,0.839206,3.362,2.135,0.156,164.79
80000000,2,1.681247,0.842728,2.371,1.653,0.180,154.35
80000000,2,2.043869,0.897592,2.760,1.888,0.208,157.17
80000000,2,0.723198,0.733741,1.332,1.120,0.152,132.42
80000000,2,1.861708,1.002475,2.678,1.898,0.216,152.48
80000000,2,0.848016,0.778343,1.461,1.210,0.192,136.61
80000000,2,0.828502,0.866590,1.545,1.301,0.177,132.31
80000000,2,1.815210,0.908591,2.555,1.785,0.196,154.12
80000000,2,1.707551,0.950572,2.510,1.775,0.176,151.30
80000000,2,1.640490,0.865466,2.336,1.656,0.197,152.95
80000000,2,1.741966,0.857193,2.446,1.701,0.180,154.44
80000000,2,2.399479,0.888709,3.151,2.060,0.164,160.95
80000000,2,0.773341,0.714451,1.334,1.124,0.180,134.74
80000000,2,0.937451,0.832028,1.622,1.318,0.177,136.49
80000000,2,1.635209,0.918257,2.396,1.732,0.188,149.18
