dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000000,0,0.342989,1.015218,1.263,1.387,0.124,100.00
50000000,0,0.350988,0.951002,1.182,1.326,0.144,100.00
50000000,0,0.362886,1.012872,1.255,1.403,0.148,100.00
50000000,0,0.352571,1.072344,1.285,1.449,0.164,100.00
50000000,0,0.361416,1.106351,1.342,1.497,0.152,99.79
50000000,0,0.452169,1.271239,1.528,1.752,0.224,100.00
50000000,0,0.520436,1.248018,1.646,1.803,0.156,99.89
50000000,0,0.584222,1.349234,1.754,1.968,0.212,99.87
50000000,0,0.487226,1.335531,1.682,1.854,0.172,100.00
50000000,0,0.541251,1.224791,1.609,1.797,0.188,100.00
50000000,0,0.470142,1.137648,1.475,1.631,0.156,100.00
50000000,0,0.357150,1.045489,1.255,1.427,0.173,100.00
50000000,0,0.386849,1.241336,1.484,1.659,0.176,100.00
50000000,0,0.455904,1.166590,1.493,1.645,0.152,100.00
50000000,0,0.419298,1.028205,1.302,1.476,0.172,99.91
50000000,0,0.449171,1.162880,1.459,1.638,0.180,100.00
50000000,0,0.427721,1.214896,1.542,1.670,0.128,100.00
50000000,0,0.464783,1.235214,1.529,1.741,0.200,99.31
50000000,0,0.469227,1.278852,1.585,1.777,0.192,100.00
50000000,0,0.478816,1.256096,1.614,1.766,0.152,99.99
50000000,0,0.431836,1.271529,1.552,1.732,0.180,99.99
50000000,0,0.573650,1.322882,1.732,1.928,0.196,100.00
50000000,0,0.440412,1.313794,1.588,1.787,0.196,99.85
50000000,0,0.460291,1.306934,1.608,1.796,0.188,100.00
50000000,0,0.504240,1.354402,1.699,1.887,0.188,100.00
50000000,0,0.435371,1.340709,1.592,1.808,0.216,99.99
50000000,0,0.437145,1.264125,1.535,1.731,0.196,100.00
50000000,0,0.429182,1.195567,1.462,1.650,0.188,100.00
50000000,0,0.411267,1.251890,1.517,1.689,0.172,100.00
50000000,0,0.420846,1.195711,1.498,1.643,0.144,100.00
50000000,0,0.422343,1.149065,1.444,1.598,0.152,99.88
50000000,0,0.430244,1.008829,1.303,1.463,0.160,100.00
50000000,0,0.333392,0.954391,1.192,1.308,0.116,100.00
50000000,0,0.368235,1.092640,1.323,1.483,0.160,100.00
50000000,0,0.365485,1.256762,1.505,1.657,0.152,100.00
50000000,0,0.469938,1.081712,1.380,1.576,0.196,100.00
50000000,0,0.394414,1.062618,1.356,1.488,0.132,100.00
50000000,0,0.529616,1.395038,1.734,1.950,0.216,100.00
50000000,0,0.473919,1.310473,1.635,1.811,0.176,100.00
50000000,0,0.400018,1.092731,1.336,1.525,0.179,99.33
50000000,0,0.353325,0.954458,1.198,1.334,0.133,99.77
50000000,0,0.339952,0.971086,1.232,1.334,0.100,99.82
50000000,0,0.335060,0.942704,1.132,1.304,0.168,99.72
50000000,0,0.340501,1.053253,1.285,1.425,0.136,99.79
50000000,0,0.348438,1.015859,1.245,1.397,0.149,99.74
50000000,0,0.442449,1.309451,1.613,1.778,0.164,99.92
50000000,0,0.379118,1.102807,1.373,1.509,0.136,100.00
50000000,0,0.353272,1.055686,1.312,1.432,0.120,99.99
50000000,0,0.422579,1.242743,1.538,1.694,0.156,100.00
50000000,0,0.422692,1.333192,1.634,1.791,0.156,99.97
