dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
100000,0,0.000757,42.937706,42.935,42.951,0.004,99.97
100000,0,0.000529,42.849494,42.851,42.863,0.000,99.97
100000,0,0.000528,42.877222,42.878,42.879,0.000,99.99
100000,0,0.000554,42.849367,42.851,42.851,0.000,100.00
100000,0,0.000524,42.888870,42.890,42.890,0.000,100.00
100000,0,0.000524,42.871224,42.868,42.873,0.004,100.00
100000,0,0.000560,42.877670,42.879,42.880,0.000,99.99
100000,0,0.000523,42.856367,42.858,42.858,0.000,100.00
100000,0,0.000526,42.847862,42.849,42.849,0.000,100.00
100000,0,0.000571,42.859347,42.861,42.872,0.000,99.97
100000,0,0.000531,42.867952,42.869,42.880,0.000,99.97
100000,0,0.000533,42.877857,42.879,42.879,0.000,100.00
100000,0,0.000525,42.869039,42.870,42.871,0.000,100.00
100000,0,0.000521,42.867392,42.869,42.871,0.000,99.99
100000,0,0.000535,42.884970,42.886,42.897,0.000,99.97
100000,0,0.000530,42.847130,42.848,42.849,0.000,99.99
100000,0,0.000528,42.873041,42.870,42.884,0.004,99.97
100000,0,0.000532,42.838559,42.840,42.850,0.000,99.97
100000,0,0.000531,42.868238,42.869,42.880,0.000,99.97
100000,0,0.000533,42.871882,42.873,42.884,0.000,99.97
100000,0,0.000574,42.871651,42.869,42.884,0.004,99.97
100000,0,0.000561,42.884543,42.878,42.897,0.008,99.97
100000,0,0.000532,42.851810,42.853,42.853,0.000,100.00
100000,0,0.000526,42.860815,42.858,42.863,0.004,100.00
100000,0,0.000522,42.859200,42.860,42.865,0.000,99.98
100000,0,0.000530,42.852269,42.853,42.854,0.000,99.99
100000,0,0.000528,42.842775,42.844,42.845,0.000,99.99
100000,0,0.000567,42.845781,42.847,42.847,0.000,100.00
100000,0,0.000534,42.866174,42.867,42.868,0.000,99.99
100000,0,0.000524,42.913186,42.914,42.915,0.000,99.99
100000,0,0.000523,42.858675,42.860,42.861,0.000,99.99
100000,0,0.000525,42.849113,42.846,42.851,0.004,99.99
100000,0,0.000525,42.859304,42.861,42.861,0.000,100.00
100000,0,0.000523,42.878949,42.880,42.881,0.000,100.00
100000,0,0.000564,42.894434,42.896,42.897,0.000,99.99
100000,0,0.000526,42.890226,42.887,42.892,0.004,99.99
100000,0,0.000524,42.858039,42.855,42.860,0.004,100.00
100000,0,0.000522,42.816375,42.814,42.818,0.004,100.00
100000,0,0.000524,42.852960,42.850,42.855,0.004,99.99
100000,0,0.000532,42.870372,42.872,42.872,0.000,99.99
100000,0,0.000525,42.887388,42.889,42.889,0.000,100.00
100000,0,0.000524,42.856548,42.858,42.859,0.000,99.99
100000,0,0.000568,42.876039,42.873,42.878,0.004,100.00
100000,0,0.000523,42.853457,42.855,42.855,0.000,99.99
100000,0,0.000528,42.908162,42.909,42.910,0.000,99.99
100000,0,0.000528,42.845415,42.847,42.847,0.000,99.99
100000,0,0.000530,42.843772,42.845,42.846,0.000,99.99
100000,0,0.000524,42.869337,42.871,42.871,0.000,100.00
100000,0,0.000524,42.873017,42.874,42.875,0.000,99.99
100000,0,0.000524,42.860186,42.861,42.862,0.000,100.00
