dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
100000000,0,0.545006,1.494555,1.857,2.073,0.216,100.00
100000000,0,0.584187,1.664786,2.067,2.283,0.216,100.00
100000000,0,0.548754,1.483142,1.825,2.065,0.240,100.00
100000000,0,0.544558,1.468183,1.830,2.046,0.216,100.00
100000000,0,0.546067,1.512277,1.881,2.093,0.212,100.00
100000000,0,0.549900,1.506825,1.846,2.090,0.244,100.00
100000000,0,0.546398,1.506783,1.843,2.087,0.244,100.00
100000000,0,0.548942,1.502443,1.889,2.086,0.196,100.00
100000000,0,0.548519,1.485096,1.871,2.067,0.196,100.00
100000000,0,0.545213,1.526202,1.928,2.105,0.176,99.99
100000000,0,0.546834,1.551819,1.897,2.133,0.236,100.00
100000000,0,0.552858,1.468663,1.851,2.055,0.204,100.00
100000000,0,0.549224,1.491807,1.830,2.074,0.244,100.00
100000000,0,0.544774,1.549717,1.925,2.128,0.204,100.00
100000000,0,0.547532,1.497756,1.867,2.079,0.212,100.00
100000000,0,0.546950,1.478226,1.818,2.058,0.240,100.00
100000000,0,0.546509,1.483581,1.860,2.064,0.204,100.00
100000000,0,0.548392,1.497166,1.851,2.079,0.228,100.00
100000000,0,0.544017,1.465159,1.846,2.042,0.196,100.00
100000000,0,0.547546,1.518566,1.868,2.100,0.232,100.00
100000000,0,0.546541,1.561062,1.941,2.142,0.200,99.99
100000000,0,0.546456,1.668556,2.040,2.252,0.212,99.99
100000000,0,0.608384,1.501754,1.947,2.143,0.196,100.00
100000000,0,0.545676,1.475082,1.855,2.054,0.200,100.00
100000000,0,0.546240,1.474132,1.830,2.054,0.224,100.00
100000000,0,0.545771,1.475269,1.790,2.054,0.264,100.00
100000000,0,0.545165,1.475691,1.826,2.054,0.228,100.00
100000000,0,0.547052,1.500579,1.833,2.081,0.248,100.00
100000000,0,0.548372,1.485571,1.892,2.068,0.176,100.00
100000000,0,0.546271,1.512956,1.889,2.093,0.204,99.99
100000000,0,0.545292,1.554996,1.928,2.137,0.208,100.00
100000000,0,0.618905,1.598015,2.047,2.251,0.204,100.00
100000000,0,0.547346,1.599276,1.975,2.183,0.208,100.00
100000000,0,0.610514,1.537663,2.001,2.181,0.180,100.00
100000000,0,0.545870,1.551715,1.888,2.132,0.244,100.00
100000000,0,0.556087,1.487600,1.825,2.077,0.252,100.00
100000000,0,0.545931,1.493147,1.824,2.072,0.248,100.00
100000000,0,0.553259,1.478211,1.864,2.064,0.200,100.00
100000000,0,0.540808,1.488628,1.822,2.063,0.240,100.00
100000000,0,0.541516,1.527406,1.887,2.103,0.216,100.00
100000000,0,0.547614,1.486410,1.835,2.067,0.232,100.00
100000000,0,0.544073,1.488557,1.819,2.066,0.248,100.00
100000000,0,0.545015,1.484795,1.847,2.063,0.216,100.00
100000000,0,0.542644,1.539009,1.878,2.118,0.240,100.00
100000000,0,0.607608,1.547606,2.000,2.188,0.188,100.00
100000000,0,0.543667,1.602530,1.955,2.182,0.228,100.00
100000000,0,0.607980,1.658153,2.078,2.302,0.224,100.00
100000000,0,0.603048,1.469145,1.885,2.105,0.220,100.00
100000000,0,0.539153,1.480619,1.805,2.053,0.248,100.00
100000000,0,0.542465,1.535653,1.852,2.112,0.260,100.00
