dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
100000000,0,0.531225,1.050161,1.433,1.614,0.180,100.00
100000000,0,0.519243,1.042338,1.400,1.595,0.196,100.00
100000000,0,0.529370,1.051365,1.410,1.613,0.204,100.00
100000000,0,0.522134,1.154017,1.500,1.712,0.212,100.00
100000000,0,0.588400,1.111067,1.552,1.732,0.180,100.00
100000000,0,0.524574,1.054149,1.400,1.612,0.212,100.00
100000000,0,0.521373,1.086154,1.439,1.643,0.204,99.98
100000000,0,0.525712,1.315827,1.639,1.875,0.236,100.00
100000000,0,0.526941,1.047596,1.388,1.608,0.220,100.00
100000000,0,0.524446,1.055773,1.413,1.613,0.200,100.00
100000000,0,0.524364,1.106030,1.434,1.666,0.232,100.00
100000000,0,0.587936,1.156420,1.529,1.778,0.248,100.00
100000000,0,0.525954,1.139949,1.443,1.699,0.256,100.00
100000000,0,0.526528,1.253429,1.610,1.814,0.204,100.00
100000000,0,0.522112,1.054514,1.423,1.610,0.188,100.00
100000000,0,0.520869,1.045547,1.348,1.599,0.252,100.00
100000000,0,0.519764,1.021532,1.397,1.574,0.176,100.00
100000000,0,0.518375,1.022824,1.354,1.574,0.220,100.00
100000000,0,0.520895,1.404698,1.718,1.958,0.240,100.00
100000000,0,0.519434,1.186039,1.510,1.738,0.228,100.00
100000000,0,0.520175,1.048600,1.385,1.601,0.216,100.00
100000000,0,0.520000,1.046850,1.400,1.600,0.200,100.00
100000000,0,0.522999,1.061469,1.422,1.618,0.196,100.00
100000000,0,0.534889,1.054644,1.394,1.623,0.228,100.00
100000000,0,0.523169,1.080223,1.417,1.637,0.220,100.00
100000000,0,0.524650,1.047532,1.405,1.605,0.200,100.00
100000000,0,0.522435,1.054045,1.379,1.610,0.232,100.00
100000000,0,0.521770,1.040944,1.351,1.596,0.245,100.00
100000000,0,0.520370,1.211037,1.510,1.766,0.256,100.00
100000000,0,0.527290,1.066745,1.394,1.627,0.232,100.00
100000000,0,0.523004,1.172279,1.551,1.728,0.176,99.96
100000000,0,0.520023,1.029653,1.386,1.583,0.196,100.00
100000000,0,0.519677,1.045940,1.383,1.598,0.216,100.00
100000000,0,0.523199,1.026414,1.374,1.582,0.208,100.00
100000000,0,0.521734,1.047337,1.390,1.602,0.212,100.00
100000000,0,0.522454,1.046733,1.354,1.602,0.248,99.99
100000000,0,0.521538,1.044866,1.355,1.599,0.244,100.00
100000000,0,0.523101,1.069224,1.418,1.626,0.208,100.00
100000000,0,0.525297,1.047830,1.403,1.606,0.204,100.00
100000000,0,0.522788,1.033650,1.397,1.589,0.192,100.00
100000000,0,0.522062,1.183819,1.498,1.738,0.241,100.00
100000000,0,0.520301,1.073292,1.396,1.627,0.232,100.00
100000000,0,0.525589,1.097987,1.415,1.659,0.244,100.00
100000000,0,0.583712,1.148911,1.506,1.766,0.260,100.00
100000000,0,0.522785,1.046060,1.402,1.601,0.200,100.00
100000000,0,0.521966,1.086736,1.428,1.644,0.216,100.00
100000000,0,0.581871,1.171055,1.498,1.787,0.288,100.00
100000000,0,0.523406,1.042353,1.439,1.599,0.160,99.97
100000000,0,0.527235,1.050195,1.422,1.610,0.188,100.00
100000000,0,0.521072,1.042234,1.400,1.596,0.196,100.00
