dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
30000000,32,6.031203,0.562609,6.475,1.173,0.139,563.83
30000000,32,5.936597,0.540384,6.309,1.167,0.189,556.91
30000000,32,6.444897,0.521112,6.826,1.170,0.163,597.31
30000000,32,6.553917,0.530727,6.890,1.208,0.216,588.04
30000000,32,2.118537,0.542477,2.555,0.735,0.129,365.27
30000000,32,6.421207,0.559367,6.852,1.238,0.148,565.61
30000000,32,6.290787,0.509013,6.627,1.142,0.192,597.24
30000000,32,6.344981,0.550445,6.714,1.184,0.199,584.06
30000000,32,6.082598,0.453702,6.399,1.055,0.153,621.13
30000000,32,5.345964,0.450995,5.603,0.991,0.209,586.85
30000000,32,1.606075,0.441327,1.967,0.584,0.099,353.87
30000000,32,2.050017,0.517328,2.376,0.721,0.210,358.52
30000000,32,6.383461,0.505866,6.742,1.143,0.167,604.64
30000000,32,6.149078,0.552324,6.571,1.180,0.150,569.83
30000000,32,6.013793,0.536277,6.373,1.157,0.196,567.62
30000000,32,2.592032,0.548681,2.982,0.779,0.176,405.32
30000000,32,2.152896,0.531705,2.534,0.732,0.170,369.33
30000000,32,6.358161,0.513410,6.658,1.169,0.232,589.36
30000000,32,6.098280,0.559510,6.492,1.197,0.188,558.32
30000000,32,6.451584,0.545439,6.847,1.192,0.171,588.58
30000000,32,6.120217,0.498938,6.481,1.103,0.161,602.45
30000000,32,6.523284,0.505898,6.850,1.169,0.196,603.05
30000000,32,6.286994,0.493526,6.592,1.119,0.206,607.42
30000000,32,6.292542,0.541283,6.673,1.140,0.180,600.90
30000000,32,6.027180,0.532977,6.392,1.152,0.188,571.10
30000000,32,6.351724,0.539465,6.743,1.171,0.167,590.32
30000000,32,2.239772,0.514204,2.625,0.715,0.148,387.88
30000000,32,5.798658,0.466826,6.086,1.073,0.200,585.78
30000000,32,5.265971,0.398761,5.536,0.916,0.145,620.00
30000000,32,4.976378,0.547763,5.395,1.100,0.148,503.96
30000000,32,2.446558,0.629511,2.856,0.868,0.243,356.82
30000000,32,2.868911,0.567244,3.277,0.814,0.179,424.80
30000000,32,2.486208,0.506810,2.830,0.738,0.181,407.96
30000000,32,2.279719,0.505739,2.617,0.696,0.186,402.77
30000000,32,5.708291,0.409857,5.985,0.961,0.148,638.00
30000000,32,4.804506,0.433733,5.100,0.914,0.153,574.58
30000000,32,5.230685,0.392850,5.481,0.878,0.156,642.35
30000000,32,4.812025,0.484801,5.172,0.955,0.147,557.17
30000000,32,6.443309,0.517290,6.790,1.169,0.190,597.22
30000000,32,6.446162,0.497196,6.802,1.115,0.160,624.43
30000000,32,1.771537,0.507266,2.139,0.656,0.160,350.21
30000000,32,6.434617,0.572322,6.854,1.220,0.176,576.14
30000000,32,6.365273,0.536632,6.744,1.165,0.178,594.00
30000000,32,6.356325,0.513715,6.709,1.166,0.182,590.84
30000000,32,2.376677,0.549079,2.780,0.755,0.169,390.61
30000000,32,2.215492,0.509783,2.609,0.697,0.139,394.51
30000000,32,6.427391,0.507848,6.766,1.137,0.186,611.59
30000000,32,2.485417,0.539025,2.872,0.752,0.167,404.04
30000000,32,5.323204,0.422439,5.619,0.947,0.143,608.20
30000000,32,2.275300,0.426234,2.593,0.618,0.124,439.54
