| Version  | Threads |         Init        |    CountingSort    |        User        |         Sys         |      Elapsed       |      Speedup       |      Efficiency      |
|  Serial  |    1    |  0.3981239666666666 | 0.8033081034482759 | 1.0588148148148147 | 0.16781249999999998 | 1.2401034482758622 |        1.0         |         1.0          |
| Parallel |    1    | 0.43290679411764704 | 0.8772952727272727 |     1.1695625      |      0.1818125      | 1.3478484848484849 | 0.9200614625576891 |  0.9200614625576891  |
| Parallel |    2    |  1.753181393939394  |    0.9738765625    | 2.4835454545454545 | 0.21227027027027026 |     1.74896875     | 0.7090483739494272 |  0.3545241869747136  |
| Parallel |    4    |  3.5459538965517243 | 1.3478759705882353 | 4.634199999999999  |  0.3088857142857142 | 2.440757575757576  | 0.5080813680936551 | 0.12702034202341378  |
| Parallel |    8    |  7.679980615384614  | 1.1680365714285714 | 8.558552631578946  | 0.23106451612903223 | 1.7706052631578948 | 0.7003839162118627 | 0.08754798952648284  |
| Parallel |    16   |  9.703387555555556  | 0.9047274827586207 | 10.375864864864864 |  0.2811481481481482 | 1.778939393939394  | 0.697102696416037  | 0.04356891852600231  |
| Parallel |    32   |  8.855198114285713  | 0.5685712580645161 | 9.286114285714287  |  0.1647058823529412 | 1.2725161290322584 | 0.9745286680326434 | 0.030454020876020105 |
