dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
80000000,4,5.299379,0.862164,5.958,2.139,0.232,289.35
80000000,4,5.030719,1.321301,6.156,2.489,0.224,256.27
80000000,4,4.178038,0.902236,4.919,1.911,0.188,267.25
80000000,4,5.454126,0.826615,6.108,2.102,0.200,300.14
80000000,4,4.486836,1.016662,5.328,2.023,0.204,273.41
80000000,4,4.952907,0.893798,5.649,2.028,0.224,289.65
80000000,4,4.535510,0.892140,5.242,1.960,0.213,278.33
80000000,4,4.574414,0.896909,5.307,1.948,0.192,282.26
80000000,4,1.480891,0.803402,2.148,1.158,0.163,199.66
80000000,4,1.740573,0.898301,2.426,1.271,0.240,209.77
80000000,4,4.605722,0.929610,5.322,1.963,0.241,283.34
80000000,4,4.352509,0.878695,5.057,1.901,0.201,276.56
80000000,4,4.004672,0.879488,4.711,1.857,0.200,264.53
80000000,4,4.385841,0.896297,5.116,1.898,0.193,279.79
80000000,4,4.771496,1.060966,5.650,2.140,0.212,273.89
80000000,4,4.442066,0.883646,5.137,1.931,0.216,277.18
80000000,4,4.752687,0.993546,5.560,2.110,0.215,273.70
80000000,4,2.236374,1.068622,3.098,1.530,0.236,217.86
80000000,4,4.961287,1.122752,5.898,2.263,0.216,270.21
80000000,4,5.083543,0.989705,5.886,2.230,0.216,273.64
80000000,4,4.963241,0.922178,5.692,2.048,0.220,288.71
80000000,4,4.399572,0.957531,5.186,1.992,0.200,270.36
80000000,4,5.030535,1.134196,5.915,2.310,0.280,268.19
80000000,4,5.243732,0.918652,5.978,2.163,0.212,286.17
80000000,4,4.299160,1.010637,5.115,2.043,0.224,261.33
80000000,4,6.175657,0.830254,6.785,2.322,0.248,302.85
80000000,4,1.407672,0.821174,2.091,1.165,0.165,193.70
80000000,4,4.362441,0.961520,5.112,1.957,0.241,273.52
80000000,4,4.951265,1.015060,5.787,2.160,0.208,277.58
80000000,4,1.957892,1.048222,2.782,1.443,0.251,210.32
80000000,4,4.514905,0.907412,5.286,1.964,0.165,277.58
80000000,4,5.207337,0.757710,5.772,2.032,0.220,294.93
80000000,4,1.754498,0.919868,2.502,1.284,0.199,210.33
80000000,4,4.416237,0.925114,5.113,1.949,0.256,275.48
80000000,4,4.584440,0.857786,5.294,1.915,0.176,285.58
80000000,4,4.024672,0.904229,4.781,1.890,0.176,262.33
80000000,4,4.439131,0.911716,5.185,1.933,0.193,278.25
80000000,4,1.711060,0.805566,2.320,1.214,0.224,209.47
80000000,4,5.066541,0.779305,5.681,2.013,0.192,291.69
80000000,4,4.449017,0.906778,5.179,1.933,0.204,278.48
80000000,4,1.424165,0.802211,2.007,1.153,0.247,195.47
80000000,4,4.159610,0.862860,4.833,1.865,0.216,270.80
80000000,4,2.098256,0.972788,2.903,1.393,0.195,222.37
80000000,4,4.182084,1.006329,5.027,1.995,0.188,261.45
80000000,4,4.272430,0.899273,5.011,1.910,0.188,272.16
80000000,4,4.454433,0.888616,5.142,1.936,0.228,277.35
80000000,4,4.514051,0.917621,5.239,1.958,0.220,278.75
80000000,4,2.350919,0.838705,3.016,1.394,0.201,230.83
80000000,4,1.946935,0.818879,2.564,1.284,0.229,217.45
80000000,4,4.427819,0.921476,5.172,1.924,0.204,279.50
