dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
100000,32,0.013053,45.738906,45.750,5.753,0.004,795.43
100000,32,0.013151,45.885235,45.900,5.764,0.000,796.31
100000,32,0.006020,44.775401,44.775,5.611,0.008,798.12
100000,32,0.011168,45.787484,45.796,5.742,0.004,797.77
100000,32,0.006014,44.316414,44.320,5.560,0.004,797.19
100000,32,0.011812,45.847208,45.861,5.773,0.000,794.53
100000,32,0.004613,44.770103,44.772,5.625,0.004,796.02
100000,32,0.011653,45.850244,45.851,5.762,0.012,795.96
100000,32,0.011778,45.796521,45.810,5.753,0.000,796.41
100000,32,0.011578,45.902877,45.912,5.772,0.004,795.63
100000,32,0.011791,45.814729,45.824,5.777,0.004,793.42
100000,32,0.012050,45.911651,45.917,5.772,0.008,795.79
100000,32,0.012468,45.587062,45.601,5.715,0.000,798.05
100000,32,0.010395,45.937358,45.941,5.763,0.008,797.45
100000,32,0.011549,45.772336,45.753,5.766,0.032,794.19
100000,32,0.006499,44.906862,44.915,5.631,0.000,797.63
100000,32,0.013437,45.868170,45.875,5.767,0.008,795.75
100000,32,0.005541,44.696318,44.703,5.616,0.000,796.14
100000,32,0.012979,45.828484,45.843,5.773,0.000,794.23
100000,32,0.011753,45.871664,45.877,5.774,0.008,794.68
100000,32,0.011762,45.900654,45.910,5.786,0.004,793.67
100000,32,0.012217,45.919871,45.930,5.786,0.004,793.87
100000,32,0.005169,44.021338,44.024,5.527,0.004,796.59
100000,32,0.006284,44.732809,44.737,5.621,0.004,796.09
100000,32,0.011873,45.845396,45.851,5.758,0.008,796.43
100000,32,0.005332,44.339593,44.346,5.572,0.000,796.02
100000,32,0.012038,45.828882,45.842,5.760,0.000,795.87
100000,32,0.013085,45.775704,45.790,5.755,0.000,795.79
100000,32,0.012134,45.721498,45.735,5.762,0.000,793.73
100000,32,0.010854,45.964076,45.972,5.780,0.004,795.57
100000,32,0.011032,45.754948,45.768,5.744,0.000,796.78
100000,32,0.012242,45.725324,45.739,5.750,0.000,795.60
100000,32,0.006882,44.558524,44.567,5.585,0.000,797.97
100000,32,0.012836,45.883149,45.897,5.773,0.000,795.17
100000,32,0.006096,44.616410,44.612,5.606,0.012,796.00
100000,32,0.006489,44.423963,44.428,5.573,0.004,797.27
100000,32,0.005344,44.691573,44.690,5.616,0.008,795.91
100000,32,0.009781,45.676994,45.688,5.749,0.000,794.71
100000,32,0.011938,45.798556,45.804,5.761,0.008,795.34
100000,32,0.013403,45.874792,45.890,5.773,0.000,794.90
100000,32,0.011755,45.771219,45.785,5.762,0.000,794.59
100000,32,0.013491,45.886312,45.897,5.794,0.004,792.35
100000,32,0.006515,44.558627,44.555,5.593,0.012,796.96
100000,32,0.013081,45.807966,45.811,5.754,0.012,796.36
100000,32,0.006598,44.384605,44.393,5.574,0.000,796.56
100000,32,0.012429,45.851456,45.865,5.763,0.000,795.99
100000,32,0.011746,45.910532,45.916,5.773,0.008,795.63
100000,32,0.005672,44.420567,44.424,5.591,0.004,794.77
100000,32,0.011015,45.883386,45.888,5.774,0.008,794.87
100000,32,0.005398,44.974206,44.981,5.658,0.000,795.14
