dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
80000,2,0.000500,15.339035,15.341,7.832,0.000,195.87
80000,2,0.000482,15.217823,15.219,7.775,0.000,195.74
80000,2,0.001099,15.892695,15.895,8.049,0.000,197.47
80000,2,0.000843,15.923612,15.925,8.070,0.000,197.34
80000,2,0.001788,15.932986,15.936,8.079,0.000,197.27
80000,2,0.001192,15.854877,15.857,8.025,0.000,197.61
80000,2,0.000473,15.239800,15.233,7.778,0.008,195.95
80000,2,0.000471,15.128087,15.129,7.712,0.000,196.18
80000,2,0.001168,15.901703,15.904,8.058,0.000,197.39
80000,2,0.000499,15.680036,15.681,7.978,0.000,196.58
80000,2,0.001294,15.890224,15.893,8.053,0.000,197.37
80000,2,0.001411,15.910928,15.909,8.065,0.004,197.31
80000,2,0.000861,15.865196,15.867,8.031,0.000,197.59
80000,2,0.001039,15.860351,15.862,8.028,0.000,197.61
80000,2,0.001422,15.925185,15.928,8.070,0.000,197.36
80000,2,0.001138,15.938228,15.940,8.077,0.000,197.35
80000,2,0.000492,15.889340,15.891,8.048,0.000,197.47
80000,2,0.000839,15.907430,15.901,8.059,0.008,197.43
80000,2,0.001107,15.906118,15.908,8.053,0.000,197.54
80000,2,0.000863,15.922844,15.925,8.060,0.000,197.57
80000,2,0.001113,15.920495,15.919,8.067,0.004,197.40
80000,2,0.000973,15.809242,15.811,8.016,0.000,197.27
80000,2,0.000949,15.872504,15.870,8.035,0.004,197.56
80000,2,0.001466,15.808361,15.811,7.996,0.000,197.75
80000,2,0.002285,15.866740,15.870,8.038,0.000,197.46
80000,2,0.000850,15.888980,15.887,8.041,0.004,197.62
80000,2,0.000863,15.830513,15.828,8.016,0.004,197.53
80000,2,0.001047,15.884493,15.887,8.051,0.000,197.34
80000,2,0.001506,15.910161,15.913,8.061,0.000,197.40
80000,2,0.001058,15.900756,15.903,8.056,0.000,197.42
80000,2,0.001245,15.917986,15.920,8.063,0.000,197.44
80000,2,0.001130,15.903284,15.905,8.056,0.000,197.46
80000,2,0.000903,15.910600,15.912,8.060,0.000,197.42
80000,2,0.001332,15.921032,15.919,8.077,0.004,197.16
80000,2,0.000901,15.891530,15.893,8.047,0.000,197.50
80000,2,0.000813,15.929827,15.928,8.069,0.004,197.44
80000,2,0.000924,15.922550,15.924,8.060,0.000,197.57
80000,2,0.000891,15.681998,15.684,7.948,0.000,197.35
80000,2,0.000491,15.921001,15.923,8.062,0.000,197.50
80000,2,0.000939,15.460557,15.463,7.846,0.000,197.10
80000,2,0.000553,15.403802,15.393,7.874,0.012,195.67
80000,2,0.000869,15.874826,15.877,8.037,0.000,197.54
80000,2,0.000851,15.860027,15.862,8.043,0.000,197.21
80000,2,0.001116,15.908746,15.911,8.048,0.000,197.72
80000,2,0.000901,15.885059,15.887,8.046,0.000,197.47
80000,2,0.000488,15.912765,15.910,8.058,0.004,197.49
80000,2,0.000821,15.931949,15.934,8.075,0.000,197.32
80000,2,0.000806,15.785113,15.787,7.979,0.000,197.88
80000,2,0.001222,15.908734,15.911,8.051,0.000,197.65
80000,2,0.000481,15.883168,15.881,8.054,0.004,197.25
