dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000,4,0.000805,8.040057,8.042,2.047,0.000,392.80
50000,4,0.000756,8.009677,8.012,2.044,0.000,392.00
50000,4,0.000418,7.725394,7.727,1.982,0.000,389.79
50000,4,0.000828,7.927474,7.926,2.025,0.004,391.67
50000,4,0.000440,7.891743,7.894,2.023,0.000,390.27
50000,4,0.000758,7.998900,7.997,2.039,0.004,392.49
50000,4,0.000742,7.999057,8.001,2.040,0.000,392.27
50000,4,0.002054,7.962347,7.966,2.021,0.000,394.15
50000,4,0.000430,7.911318,7.909,2.008,0.004,394.16
50000,4,0.000425,7.684899,7.687,1.969,0.000,390.45
50000,4,0.000790,7.924927,7.927,2.025,0.000,391.55
50000,4,0.000762,7.996276,7.999,2.045,0.000,391.22
50000,4,0.000417,7.900482,7.898,2.031,0.004,389.08
50000,4,0.000397,7.673767,7.676,1.972,0.000,389.15
50000,4,0.000756,7.894118,7.896,2.000,0.000,394.89
50000,4,0.000799,8.003415,8.006,2.027,0.000,395.02
50000,4,0.002811,7.926269,7.934,2.017,0.000,393.36
50000,4,0.000769,7.965510,7.968,2.031,0.000,392.36
50000,4,0.001105,7.967943,7.971,2.027,0.000,393.30
50000,4,0.000766,7.972861,7.975,2.030,0.000,392.82
50000,4,0.000814,7.966026,7.968,2.023,0.000,393.92
50000,4,0.000459,7.605606,7.604,1.943,0.004,391.59
50000,4,0.000433,7.842490,7.836,1.995,0.008,393.12
50000,4,0.000853,7.925177,7.927,2.021,0.000,392.31
50000,4,0.000783,7.969676,7.972,2.022,0.000,394.31
50000,4,0.000389,7.822177,7.824,2.015,0.000,388.21
50000,4,0.001994,7.916010,7.919,2.010,0.000,393.98
50000,4,0.000841,7.963917,7.966,2.017,0.000,395.05
50000,4,0.000438,7.775139,7.777,1.987,0.000,391.45
50000,4,0.000422,7.806737,7.809,1.985,0.000,393.36
50000,4,0.001241,7.995182,7.994,2.032,0.004,393.51
50000,4,0.000753,7.960122,7.962,2.034,0.000,391.50
50000,4,0.002625,7.951012,7.955,2.025,0.000,392.94
50000,4,0.000732,7.977481,7.976,2.026,0.004,393.88
50000,4,0.000423,7.859531,7.863,1.995,0.000,394.04
50000,4,0.000755,7.985978,7.988,2.046,0.000,390.50
50000,4,0.000782,7.980111,7.982,2.038,0.000,391.65
50000,4,0.000431,7.868481,7.871,2.014,0.000,390.88
50000,4,0.000755,7.968079,7.970,2.029,0.000,392.85
50000,4,0.000388,7.308064,7.310,1.887,0.000,387.29
50000,4,0.000725,7.931907,7.934,2.002,0.000,396.36
50000,4,0.000757,7.998540,8.001,2.031,0.000,393.98
50000,4,0.000790,7.961955,7.960,2.020,0.004,394.26
50000,4,0.000423,7.761101,7.759,1.990,0.004,390.06
50000,4,0.000434,7.882089,7.884,2.020,0.000,390.25
50000,4,0.000716,7.960416,7.959,2.039,0.004,390.47
50000,4,0.001408,7.822883,7.822,2.013,0.004,388.70
50000,4,0.000414,7.687710,7.690,1.977,0.000,388.99
50000,4,0.000716,7.972554,7.975,2.029,0.000,393.01
50000,4,0.001182,7.966715,7.969,2.036,0.000,391.46
