dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
80000000,0,0.437581,1.184233,1.489,1.649,0.160,100.00
80000000,0,0.483243,1.694580,1.999,2.207,0.208,100.00
80000000,0,0.440112,1.221819,1.557,1.689,0.132,99.99
80000000,0,0.440225,1.216593,1.540,1.684,0.144,100.00
80000000,0,0.438911,1.225026,1.519,1.691,0.172,99.99
80000000,0,0.440140,1.227933,1.511,1.696,0.184,99.94
80000000,0,0.443410,1.183116,1.501,1.654,0.152,100.00
80000000,0,0.441684,1.194634,1.492,1.664,0.172,100.00
80000000,0,0.440909,1.192194,1.464,1.660,0.196,100.00
80000000,0,0.442428,1.199371,1.429,1.669,0.240,100.00
80000000,0,0.443402,1.225230,1.564,1.696,0.132,100.00
80000000,0,0.442027,1.289759,1.550,1.762,0.212,100.00
80000000,0,0.494397,1.296102,1.629,1.817,0.188,100.00
80000000,0,0.440830,1.195445,1.484,1.664,0.180,100.00
80000000,0,0.441678,1.211198,1.493,1.681,0.188,100.00
80000000,0,0.445103,1.221645,1.482,1.694,0.212,99.99
80000000,0,0.442855,1.194704,1.489,1.665,0.176,100.00
80000000,0,0.440897,1.192312,1.480,1.660,0.180,100.00
80000000,0,0.457719,1.334498,1.629,1.821,0.192,100.00
80000000,0,0.490099,1.194895,1.524,1.712,0.188,100.00
80000000,0,0.443355,1.196181,1.467,1.667,0.200,100.00
80000000,0,0.443490,1.229013,1.545,1.701,0.156,100.00
80000000,0,0.445331,1.211402,1.462,1.686,0.224,100.00
80000000,0,0.492129,1.333427,1.662,1.854,0.192,100.00
80000000,0,0.448374,1.192015,1.492,1.667,0.176,100.00
80000000,0,0.442917,1.215983,1.511,1.687,0.176,100.00
80000000,0,0.442599,1.192580,1.486,1.662,0.176,100.00
80000000,0,0.440844,1.203527,1.504,1.672,0.168,100.00
80000000,0,0.443706,1.202813,1.511,1.675,0.164,99.99
80000000,0,0.445500,1.193811,1.511,1.667,0.156,100.00
80000000,0,0.443460,1.255473,1.525,1.729,0.204,100.00
80000000,0,0.494016,1.356300,1.692,1.880,0.188,100.00
80000000,0,0.496377,1.336493,1.684,1.860,0.176,100.00
80000000,0,0.442907,1.209820,1.513,1.681,0.168,100.00
80000000,0,0.481541,1.353548,1.636,1.864,0.228,100.00
80000000,0,0.494759,1.396913,1.710,1.922,0.212,100.00
80000000,0,0.498367,1.334430,1.718,1.862,0.144,100.00
80000000,0,0.489098,1.228819,1.622,1.746,0.124,100.00
80000000,0,0.442952,1.282093,1.599,1.755,0.156,100.00
80000000,0,0.494911,1.266546,1.569,1.789,0.220,100.00
80000000,0,0.437072,1.228341,1.483,1.695,0.212,100.00
80000000,0,0.495865,1.329204,1.655,1.855,0.200,100.00
80000000,0,0.490022,1.365039,1.669,1.885,0.216,100.00
80000000,0,0.488474,1.329023,1.659,1.847,0.188,100.00
80000000,0,0.489371,1.250669,1.619,1.767,0.148,100.00
80000000,0,0.436125,1.224085,1.416,1.688,0.272,100.00
80000000,0,0.443283,1.199362,1.494,1.670,0.176,100.00
80000000,0,0.438684,1.198270,1.480,1.664,0.184,100.00
80000000,0,0.443030,1.204212,1.498,1.674,0.176,99.99
80000000,0,0.443668,1.228559,1.527,1.699,0.172,100.00
