dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
30000000,4,2.003158,0.475261,2.381,0.869,0.112,286.96
30000000,4,2.045662,0.472065,2.431,0.880,0.100,287.49
30000000,4,2.116892,0.505582,2.568,0.920,0.068,286.67
30000000,4,1.973014,0.455948,2.363,0.870,0.080,280.98
30000000,4,0.846014,0.484657,1.225,0.596,0.121,225.89
30000000,4,1.674570,0.469107,2.094,0.817,0.064,264.27
30000000,4,2.039412,0.504016,2.457,0.911,0.100,280.65
30000000,4,0.866080,0.453730,1.227,0.582,0.108,229.45
30000000,4,0.792095,0.495711,1.196,0.577,0.105,225.50
30000000,4,1.728086,0.459818,2.112,0.803,0.092,274.60
30000000,4,1.954409,0.465839,2.320,0.850,0.116,286.65
30000000,4,1.761733,0.476065,2.129,0.822,0.124,273.99
30000000,4,1.973771,0.469019,2.352,0.867,0.104,283.17
30000000,4,0.840303,0.443885,1.201,0.577,0.099,225.30
30000000,4,0.609297,0.489710,0.998,0.533,0.116,208.91
30000000,4,1.919776,0.468531,2.308,0.858,0.096,280.21
30000000,4,1.931432,0.487467,2.315,0.887,0.120,274.70
30000000,4,0.961878,0.528135,1.426,0.672,0.079,224.06
30000000,4,2.242908,0.605429,2.695,1.026,0.172,279.34
30000000,4,0.727581,0.556997,1.171,0.640,0.129,203.10
30000000,4,0.931064,0.607395,1.458,0.695,0.097,223.55
30000000,4,2.415430,0.659650,2.972,1.105,0.120,279.86
30000000,4,2.454853,0.616209,2.972,1.108,0.116,278.69
30000000,4,2.067593,0.661387,2.653,1.037,0.096,265.02
30000000,4,2.482390,0.616432,2.955,1.093,0.160,284.96
30000000,4,2.446005,0.614052,2.980,1.068,0.096,287.98
30000000,4,2.567630,0.607023,3.088,1.104,0.104,289.04
30000000,4,3.009023,0.442891,3.349,1.091,0.116,317.47
30000000,4,2.102517,0.503918,2.545,0.910,0.076,288.16
30000000,4,0.942278,0.493939,1.299,0.620,0.151,233.89
30000000,4,0.781808,0.473902,1.184,0.578,0.085,219.32
30000000,4,1.779543,0.491733,2.186,0.844,0.100,270.84
30000000,4,1.964778,0.476859,2.332,0.860,0.124,285.54
30000000,4,0.816371,0.522284,1.228,0.602,0.124,224.62
30000000,4,0.735197,0.476832,1.116,0.562,0.111,218.46
30000000,4,1.796993,0.586848,2.269,0.918,0.132,261.44
30000000,4,2.129194,0.593890,2.632,1.015,0.108,269.96
30000000,4,0.935305,0.601842,1.464,0.715,0.098,218.43
30000000,4,2.796866,0.588270,3.261,1.150,0.141,295.75
30000000,4,2.644330,0.631678,3.204,1.127,0.088,292.06
30000000,4,1.021781,0.634067,1.574,0.738,0.100,226.73
30000000,4,2.385059,0.586154,2.864,1.072,0.124,278.65
30000000,4,2.216651,0.605029,2.719,1.017,0.116,278.75
30000000,4,2.311688,0.436695,2.654,0.914,0.108,302.28
30000000,4,1.894870,0.489724,2.313,0.883,0.088,271.76
30000000,4,2.343122,0.600924,2.848,1.062,0.112,278.59
30000000,4,0.988408,0.560680,1.457,0.700,0.109,223.63
30000000,4,2.397881,0.584086,2.867,1.060,0.132,282.94
30000000,4,2.480718,0.605455,2.955,1.077,0.148,288.22
30000000,4,2.478830,0.556450,2.919,1.077,0.133,283.40
