dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
80000,1,0.000447,15.131771,15.129,15.133,0.004,99.99
80000,1,0.000421,15.119928,15.121,15.121,0.000,100.00
80000,1,0.000419,15.130622,15.132,15.132,0.000,100.00
80000,1,0.000415,15.119575,15.121,15.121,0.000,100.00
80000,1,0.000414,15.123873,15.125,15.125,0.000,100.00
80000,1,0.000422,15.118475,15.120,15.120,0.000,100.00
80000,1,0.000415,15.126629,15.128,15.128,0.000,99.99
80000,1,0.000419,15.103697,15.105,15.105,0.000,100.00
80000,1,0.000459,15.133972,15.131,15.136,0.004,100.00
80000,1,0.000418,15.131580,15.129,15.133,0.004,99.99
80000,1,0.000414,15.127778,15.129,15.129,0.000,99.99
80000,1,0.000413,15.123713,15.125,15.125,0.000,99.99
80000,1,0.000414,15.141150,15.142,15.142,0.000,100.00
80000,1,0.000418,15.141669,15.143,15.143,0.000,100.00
80000,1,0.000444,15.110669,15.112,15.112,0.000,100.00
80000,1,0.000413,15.130587,15.132,15.132,0.000,100.00
80000,1,0.000417,15.105086,15.106,15.106,0.000,100.00
80000,1,0.000417,15.112017,15.113,15.113,0.000,100.00
80000,1,0.000413,15.129706,15.131,15.131,0.000,100.00
80000,1,0.000415,15.114624,15.116,15.116,0.000,100.00
80000,1,0.000422,15.135615,15.137,15.137,0.000,99.99
80000,1,0.000419,15.134160,15.135,15.136,0.000,100.00
80000,1,0.000447,15.132892,15.134,15.134,0.000,100.00
80000,1,0.000415,15.137928,15.139,15.140,0.000,100.00
80000,1,0.000414,15.151133,15.152,15.153,0.000,100.00
80000,1,0.000414,15.130361,15.131,15.132,0.000,100.00
80000,1,0.000415,15.118775,15.120,15.120,0.000,99.99
80000,1,0.000414,15.131452,15.133,15.133,0.000,100.00
80000,1,0.000444,15.161767,15.163,15.163,0.000,99.99
80000,1,0.000412,15.138412,15.140,15.140,0.000,99.99
80000,1,0.000415,15.124573,15.126,15.126,0.000,99.99
80000,1,0.000414,15.140144,15.137,15.142,0.004,100.00
80000,1,0.000415,15.127519,15.129,15.129,0.000,99.99
80000,1,0.000414,15.108619,15.110,15.110,0.000,99.99
80000,1,0.000418,15.146936,15.148,15.148,0.000,100.00
80000,1,0.000418,15.133560,15.135,15.135,0.000,100.00
80000,1,0.000463,15.133052,15.130,15.135,0.004,100.00
80000,1,0.000422,15.113355,15.115,15.115,0.000,100.00
80000,1,0.000418,15.106813,15.108,15.108,0.000,99.99
80000,1,0.000414,15.099677,15.101,15.101,0.000,99.99
80000,1,0.000422,15.124150,15.125,15.126,0.000,100.00
80000,1,0.000420,15.116368,15.114,15.118,0.004,100.00
80000,1,0.000416,15.114256,15.115,15.116,0.000,100.00
80000,1,0.000415,15.114909,15.116,15.116,0.000,100.00
80000,1,0.000414,15.130522,15.132,15.132,0.000,99.99
80000,1,0.000415,15.138827,15.140,15.140,0.000,99.99
80000,1,0.000419,15.106014,15.103,15.107,0.004,100.00
80000,1,0.000422,15.102268,15.103,15.104,0.000,100.00
80000,1,0.000461,15.107939,15.109,15.109,0.000,100.00
80000,1,0.000414,15.126785,15.128,15.128,0.000,99.99
