dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
100000,2,0.001347,25.598621,25.601,12.805,0.000,199.94
100000,2,0.000633,25.339009,25.341,12.672,0.000,199.99
100000,2,0.001027,25.648525,25.654,12.832,0.000,199.94
100000,2,0.000663,24.317665,24.317,12.163,0.004,199.97
100000,2,0.000997,25.691560,25.697,12.850,0.000,199.99
100000,2,0.000702,24.695200,24.693,12.352,0.004,199.95
100000,2,0.001866,25.584142,25.588,12.795,0.000,200.00
100000,2,0.001101,25.629967,25.636,12.819,0.000,199.99
100000,2,0.001058,25.668796,25.672,12.850,0.000,199.79
100000,2,0.001067,25.694067,25.695,12.851,0.004,199.99
100000,2,0.000601,25.519784,25.518,12.762,0.004,200.00
100000,2,0.001100,25.667621,25.670,12.836,0.000,200.00
100000,2,0.001075,25.646041,25.650,12.826,0.000,200.00
100000,2,0.000994,25.635277,25.640,12.821,0.000,199.99
100000,2,0.001770,25.673403,25.679,12.840,0.000,199.98
100000,2,0.001737,25.684456,25.687,12.845,0.000,199.99
100000,2,0.001856,25.714152,25.717,12.863,0.000,199.94
100000,2,0.001105,25.580065,25.582,12.802,0.000,199.82
100000,2,0.000592,25.654986,25.656,12.833,0.000,199.94
100000,2,0.000660,23.713889,23.716,11.880,0.000,199.62
100000,2,0.000712,24.261826,24.265,12.133,0.000,199.99
100000,2,0.000588,25.581033,25.585,12.793,0.000,200.00
100000,2,0.002873,25.626021,25.633,12.818,0.000,199.99
100000,2,0.001075,25.759790,25.764,12.887,0.000,199.92
100000,2,0.001115,25.587903,25.593,12.797,0.000,199.99
100000,2,0.001240,25.695622,25.699,12.850,0.000,199.99
100000,2,0.000619,25.436936,25.436,12.721,0.004,200.00
100000,2,0.001067,25.486026,25.488,12.747,0.000,199.97
100000,2,0.001060,25.498223,25.501,12.752,0.000,199.97
100000,2,0.000624,25.709882,25.712,12.857,0.000,200.00
100000,2,0.001030,25.661720,25.666,12.834,0.000,200.00
100000,2,0.001025,25.681611,25.685,12.843,0.000,200.00
100000,2,0.001047,25.629777,25.634,12.817,0.000,200.00
100000,2,0.001068,25.650853,25.655,12.828,0.000,200.00
100000,2,0.000738,24.190724,24.194,12.120,0.000,199.61
100000,2,0.001529,25.660226,25.665,12.837,0.000,199.93
100000,2,0.001603,25.654233,25.654,12.831,0.004,199.98
100000,2,0.001000,25.712565,25.715,12.866,0.000,199.87
100000,2,0.001908,25.549574,25.556,12.793,0.000,199.77
100000,2,0.001367,25.705600,25.711,12.856,0.000,199.99
100000,2,0.001208,25.494891,25.501,12.753,0.000,199.97
100000,2,0.001072,25.657878,25.656,12.858,0.004,199.56
100000,2,0.001476,25.616431,25.619,12.818,0.000,199.88
100000,2,0.001447,25.555223,25.555,12.782,0.004,199.97
100000,2,0.000990,25.736773,25.739,12.870,0.000,199.99
100000,2,0.001484,25.764167,25.768,12.886,0.000,199.96
100000,2,0.001035,25.563021,25.565,12.799,0.000,199.74
100000,2,0.001028,25.707305,25.709,12.864,0.000,199.87
100000,2,0.001041,25.683992,25.683,12.845,0.004,199.97
100000,2,0.000585,24.096263,24.101,12.059,0.000,199.87
