dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
80000,0,0.000612,27.511302,27.513,27.513,0.000,99.99
80000,0,0.000426,27.437720,27.439,27.439,0.000,99.99
80000,0,0.000463,27.427958,27.429,27.430,0.000,100.00
80000,0,0.000421,27.429021,27.430,27.430,0.000,100.00
80000,0,0.000471,27.432541,27.430,27.434,0.004,99.99
80000,0,0.000424,27.418331,27.419,27.420,0.000,100.00
80000,0,0.000427,27.446959,27.448,27.448,0.000,100.00
80000,0,0.000426,27.456739,27.458,27.458,0.000,99.99
80000,0,0.000450,27.460383,27.457,27.462,0.004,99.99
80000,0,0.000423,27.440211,27.441,27.442,0.000,100.00
80000,0,0.000427,27.399205,27.400,27.401,0.000,100.00
80000,0,0.000461,27.416925,27.418,27.419,0.000,100.00
80000,0,0.000419,27.420666,27.422,27.422,0.000,99.99
80000,0,0.000422,27.432235,27.433,27.434,0.000,99.99
80000,0,0.000421,27.455294,27.456,27.457,0.000,99.99
80000,0,0.000461,27.417595,27.419,27.419,0.000,99.99
80000,0,0.000421,27.446024,27.447,27.448,0.000,100.00
80000,0,0.000421,27.437631,27.439,27.439,0.000,99.99
80000,0,0.000420,27.424192,27.425,27.426,0.000,99.99
80000,0,0.000464,27.441513,27.439,27.443,0.004,99.99
80000,0,0.000422,27.434010,27.435,27.436,0.000,100.00
80000,0,0.000422,27.467973,27.469,27.470,0.000,100.00
80000,0,0.000426,27.408238,27.405,27.410,0.004,100.00
80000,0,0.000426,27.434914,27.436,27.436,0.000,100.00
80000,0,0.000428,27.460122,27.461,27.462,0.000,100.00
80000,0,0.000425,27.443509,27.445,27.445,0.000,99.99
80000,0,0.000421,27.464793,27.466,27.466,0.000,99.99
80000,0,0.000425,27.409650,27.411,27.411,0.000,99.99
80000,0,0.000422,27.438069,27.439,27.440,0.000,100.00
80000,0,0.000426,27.442340,27.443,27.444,0.000,99.99
80000,0,0.000422,27.425765,27.427,27.428,0.000,99.99
80000,0,0.000421,27.437617,27.435,27.439,0.004,99.99
80000,0,0.000428,27.418746,27.420,27.420,0.000,99.99
80000,0,0.000428,27.417710,27.419,27.419,0.000,99.99
80000,0,0.000431,27.435258,27.436,27.437,0.000,100.00
80000,0,0.000430,27.429327,27.430,27.431,0.000,99.99
80000,0,0.000422,27.433081,27.434,27.435,0.000,100.00
80000,0,0.000421,27.432030,27.429,27.434,0.004,100.00
80000,0,0.000424,27.419701,27.421,27.421,0.000,99.99
80000,0,0.000424,27.434746,27.436,27.436,0.000,99.99
80000,0,0.000427,27.436276,27.433,27.438,0.004,100.00
80000,0,0.000424,27.433345,27.434,27.435,0.000,100.00
80000,0,0.000473,27.461574,27.459,27.463,0.004,99.99
80000,0,0.000422,27.447955,27.449,27.450,0.000,100.00
80000,0,0.000421,27.453306,27.450,27.455,0.004,99.99
80000,0,0.000423,27.434285,27.435,27.436,0.000,100.00
80000,0,0.000427,27.433534,27.435,27.435,0.000,100.00
80000,0,0.000427,27.448175,27.449,27.450,0.000,100.00
80000,0,0.000426,27.442998,27.444,27.444,0.000,100.00
80000,0,0.000468,27.447292,27.448,27.449,0.000,100.00
